0,718.629556781494,61
1,748.0875496396527,26
2,696.5526051625238,60
3,787.7321626245346,57
4,811.4536089866156,60
5,817.3343690248566,60
6,811.4306073176264,59
7,773.2881906007849,57
8,724.7909874582753,59
9,810.2472992351818,60
10,774.2087954110898,60
11,727.6150812619503,12
12,801.9539196940727,60
13,777.5261472275333,10
14,754.8255909960022,22
15,664.3607523315252,49
16,768.0767208413,18
17,805.3033542166714,47
18,821.5564531548757,60
19,776.9229923518164,60
20,643.0656924337613,21
21,615.0620732040426,14
22,609.2459369024857,22
23,717.361448374761,40
24,773.2286687380497,40
25,696.792093127882,51
26,749.4794455066922,2
27,852.1665630975143,20
28,740.2436364722754,48
29,665.4901290630976,60
30,752.2259543157605,56
31,715.7027724665392,60
32,781.1450764818355,14
33,814.4773196135654,38
34,837.7985523081124,42
35,859.3397978694345,7
36,823.9690726577436,30
37,860.7203958804101,44
38,821.3733525676046,56
39,863.4757170172085,15
40,847.6429015296367,40
41,884.1650672823695,53
42,888.5401529636712,27
43,785.3671606118547,60
44,749.2909596080306,48
45,855.6871518829494,23
46,963.2224545889101,16
47,778.4308795411089,10
48,795.3862332695985,27
49,903.2839388145316,30
50,925.2560092870799,28
51,938.568499043977,10
52,1001.6244076814367,23
53,1025.6382136028408,21
54,973.3563434934205,51
55,992.7329449114324,53
56,1036.5811663479922,60
57,1011.8518164435948,18
58,968.3744024856599,36
59,1040.079464627151,25
60,1134.7706204259246,58
61,1083.3548541294024,31
62,1064.676509591069,31
63,1061.6120936902487,4
64,1100.0632170172084,32
65,1104.5868785850862,20
66,1206.1883173996175,50
67,1278.7478489483747,8
68,1288.6999043977055,5
69,1100.4203481936197,19
70,1144.0136936227645,51
71,1095.1968538154008,33
72,1092.071414913958,60
73,1131.0636036441347,34
74,1119.0395939333055,59
75,1044.5227055449332,36
76,1010.4947179732312,60
77,1012.0163132278813,55
78,1066.1357552581262,27
79,1023.6593398580548,59
80,1006.4847603461127,59
81,1009.1711281070747,27
82,1043.714128356472,23
83,1112.0683188704222,13
84,1053.032735544274,29
85,1070.5434255037505,39
86,1116.8007648183557,5
87,1034.0021592932023,29
88,994.06385909194,59
89,1073.2783787863539,19
90,1017.632050669216,36
91,1065.3490315071908,23
92,1063.723135755258,15
93,905.394980879541,60
94,953.9830892167828,53
95,1036.5434691682601,48
96,983.6364358168323,59
97,981.5432839388145,40
98,979.7338193116634,60
99,921.0611351514542,57
100,922.3838432122371,54
101,887.9970824817038,29
102,922.2833173996175,20
103,1060.5025163245425,53
104,1008.4590702676863,48
105,906.9028680688336,60
106,869.6580544933078,60
107,901.0221080305928,44
108,978.5576673040152,25
109,910.5217973231358,35
110,947.7127577847583,56
111,968.8770315487573,4
112,1154.4979445506694,60
113,1124.9433556405354,40
114,1107.6286510186587,29
115,1018.3357313575527,60
116,1064.5118767465806,39
117,974.9085803059274,24
118,1002.8044933078395,18
119,875.5388145315488,60
120,832.5640296367114,60
121,839.0479445506693,60
